School ID,school_name,division,region,median_pctile,iqr_pctile,frac_top_n,mean_rank,rank_sd
125046,Licabang Elementary School,Zamboanga del Sur,Region IX,0.43773828212603727,0.08578156537340209,0.0,9997.422,1024.5287521177725
117072,Cong. Eliseo P. Limsiaco Sr. MES,Himamaylan City,NIR,0.43768221574344024,0.12188831576586678,0.0,9943.2,1521.6196226389827
106015,San Juan ES,Pampanga,Region III,0.4376541825521417,0.09386914106301869,0.0,9921.16,1267.7735548590688
121572,La Paz Central School,Leyte,Region VIII,0.4375420497869478,0.10686252522987216,0.0,9868.004,1406.6860530992692
110248,Yapang ES,Occidental Mindoro,Region IV-B,0.43751401659564926,0.21753756447634004,0.0,10126.09,2264.2244672072597
110927,Bogtong Elementary School,Palawan,Region IV-B,0.43751401659564926,0.04011549674814985,0.0,10085.264,512.7824473439005
106241,San Isidro ES,Pampanga,Region III,0.43748598340435074,0.061196456604619864,0.0,9882.49,943.8196935326155
106314,Banaba ES,Tarlac,Region III,0.43748598340435074,0.06432215743440234,0.0,9979.756,796.3374815139622
124300,Rosalina M. Carloto Memorial Elem. School,Zamboanga del Norte,Region IX,0.4374579502130522,0.09409340659340659,0.0,10038.496,1268.1560936982482
109287,Tagbakin ES,Quezon,Region IV-A,0.4373458174478583,0.1454502130522538,0.0,10195.956,1627.5733464467892
107981,Alapan II Elementary School,Imus City,Region IV-A,0.43731778425655976,0.030822493832697972,0.0,10115.794,440.8740767656906
113382,Jaboyoan ES,Masbate,Region V,0.43726171787396273,0.04673132989459522,0.0,10033.448,600.7372364819747
221501,Kias Elementary School,Baguio City,CAR,0.4371495851087688,0.11356245795021308,0.0,10020.672,1443.8759948194997
107131,Banicain ES,Olongapo City,Region III,0.4370654855348733,0.035700269118636496,0.0,9953.906,475.2450874696129
109166,Morong ES,Quezon,Region IV-A,0.4369813859609778,0.023674030051581085,0.0,10046.484,291.393084585067
119885,Labangon Bliss ES,Cebu City,Region VII,0.4369813859609778,0.008900538237272992,0.0,10053.444,118.01738373646486
121977,Balite Elementary School,Leyte,Region VIII,0.43692531957838077,0.06768614039022197,0.0,9922.732,924.5899870623736
108385,Pinagsanjan ES,Laguna,Region IV-A,0.43684122000448533,0.08282406369141065,0.0,9948.628,1088.6906142775365
109310,Doña Justa Guido MES,Rizal,Region IV-A,0.43667302085669435,0.08552926665171567,0.0,10106.754,1021.2940896157189
123991,Carayman Elementary School,Calbayog City,Region VIII,0.43664498766539583,0.07739964117515141,0.0,10008.082,930.2701173723684
107730,Isabelo Baleros Memorial Elementary School,Batangas,Region IV-A,0.43658892128279886,0.1743244000897063,0.0,9873.13,2202.3708128060543
132298,Margarita Mem. CES,Surigao City,CARAGA,0.43650482170890337,0.043717761830006696,0.0,10067.138,519.8512354087466
108067,Munting Mapino Elementary School,Cavite,Region IV-A,0.43625252298721684,0.048693653285490024,0.0,10056.428,711.3087914654226
112356,Pulang Daga ES,Camarines Sur,Region V,0.43619645660461986,0.014114711818793424,0.0,10084.166,198.94951732537578
125484,Tinotongan ES,Zamboanga del Sur,Region IX,0.4361403902220229,0.005676721237945714,0.0,10077.594,90.54230593485015
131654,Hubang Elementary School,Agusan del Sur,CARAGA,0.43608432383942586,0.08446400538237275,0.0,10073.328,1010.8962105063011
126429,Manubiray ES,Bukidnon,Region X,0.4359721910742319,0.07567559991029382,0.0,10189.74,1015.0666738692586
502285,Talave ES,San Carlos City,NIR,0.4359441578829334,0.0478386409508858,0.0,10044.196,618.4042638792201
120399,Sagrada ES,Negros Oriental,NIR,0.43583202511773944,0.05927618300067283,0.0,10041.354,771.4215557553471
502268,Ugac Integrated School,Tuguegarao City,Region II,0.4357759587351424,0.037522426553038835,0.0,10076.196,466.23945948836206
109508,Marciana P. Catolos Memorial Elementary School,Rizal,Region IV-A,0.4357479255438439,0.03429860955371161,0.0,10108.222,479.0410678804063
114878,Alimbo Baybay PS,Aklan,Region VI,0.4356918591612469,0.014927674366449928,0.0,10083.168,206.75155084303478
